DESCRIZIONE MATRICE (1°livello),DESCRIZIONE MATRICE (2° livello),Data inizio,Data fine,Comune di prelievo,Provincia,Nuclide,Attività specifica,Unità di misura,Column,Column2,* n.r.: non rilevabile (risultato inferiore alla sensibilità analitica),Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-04-23T07:30:00Z,2019-04-29T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-04-23T07:30:00Z,2019-04-29T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-04-29T07:30:00Z,2019-06-03T07:30:00Z,MILANO,MI,BE-7,0.00338,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-04-29T07:30:00Z,2019-05-06T07:30:00Z,MILANO,MI,BE-7,0.00312,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-04-29T07:30:00Z,2019-06-03T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-04-29T07:30:00Z,2019-05-06T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-04-29T07:30:00Z,2019-06-03T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-04-29T07:30:00Z,2019-05-06T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-06T07:30:00Z,2019-05-13T07:30:00Z,MILANO,MI,BE-7,0.00308,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-06T07:30:00Z,2019-05-13T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-06T07:30:00Z,2019-05-13T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-13T07:30:00Z,2019-05-20T07:30:00Z,MILANO,MI,BE-7,0.00177,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-13T07:30:00Z,2019-05-20T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-13T07:30:00Z,2019-05-20T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-20T07:30:00Z,2019-05-27T07:30:00Z,MILANO,MI,BE-7,0.00265,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-20T07:30:00Z,2019-05-27T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-20T07:30:00Z,2019-05-27T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-27T07:30:00Z,2019-06-03T07:30:00Z,MILANO,MI,BE-7,0.00308,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-27T07:30:00Z,2019-06-03T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-05-27T07:30:00Z,2019-06-03T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-06-03T07:30:00Z,2019-07-01T07:30:00Z,MILANO,MI,BE-7,0.00735,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-03T07:30:00Z,2019-06-10T07:30:00Z,MILANO,MI,BE-7,0.00552,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-06-03T07:30:00Z,2019-07-01T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-03T07:30:00Z,2019-06-10T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-06-03T07:30:00Z,2019-07-01T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-03T07:30:00Z,2019-06-10T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-10T07:30:00Z,2019-06-17T14:30:00Z,MILANO,MI,BE-7,0.00654,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-10T07:30:00Z,2019-06-17T14:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-10T07:30:00Z,2019-06-17T14:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-14T07:30:00Z,2019-06-17T14:30:00Z,MILANO,MI,BE-7,0.0091,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-14T07:30:00Z,2019-06-17T14:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-14T07:30:00Z,2019-06-17T14:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-17T07:30:00Z,2019-06-24T07:30:00Z,MILANO,MI,BE-7,0.0064,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-17T07:30:00Z,2019-06-24T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-17T07:30:00Z,2019-06-24T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-24T07:30:00Z,2019-07-01T07:30:00Z,MILANO,MI,BE-7,0.00549,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-24T07:30:00Z,2019-07-01T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-06-24T07:30:00Z,2019-07-01T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-07-01T07:30:00Z,2019-07-29T07:30:00Z,MILANO,MI,BE-7,0.00699,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-01T07:30:00Z,2019-07-08T07:30:00Z,MILANO,MI,BE-7,0.0064,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-07-01T07:30:00Z,2019-07-29T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-01T07:30:00Z,2019-07-08T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-07-01T07:30:00Z,2019-07-29T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-01T07:30:00Z,2019-07-08T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-08T07:30:00Z,2019-07-15T07:30:00Z,MILANO,MI,BE-7,0.00502,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-08T07:30:00Z,2019-07-15T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-08T07:30:00Z,2019-07-15T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-15T07:50:00Z,2019-07-22T07:50:00Z,MILANO,MI,BE-7,0.00446,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-15T07:50:00Z,2019-07-22T07:50:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-15T07:50:00Z,2019-07-22T07:50:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-22T07:50:00Z,2019-07-29T07:55:00Z,MILANO,MI,BE-7,0.00601,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-22T07:50:00Z,2019-07-29T07:55:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-22T07:50:00Z,2019-07-29T07:55:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-07-29T07:30:00Z,2019-09-02T07:30:00Z,MILANO,MI,BE-7,0.00542,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-29T07:30:00Z,2019-08-05T07:30:00Z,MILANO,MI,BE-7,0.00378,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-07-29T07:30:00Z,2019-09-02T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-29T07:30:00Z,2019-08-05T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-07-29T07:30:00Z,2019-09-02T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-07-29T07:30:00Z,2019-08-05T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-05T07:30:00Z,2019-08-12T07:30:00Z,MILANO,MI,BE-7,0.00426,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-05T07:30:00Z,2019-08-12T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-05T07:30:00Z,2019-08-12T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-12T07:30:00Z,2019-08-19T07:30:00Z,MILANO,MI,BE-7,0.00361,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-12T07:30:00Z,2019-08-19T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-12T07:30:00Z,2019-08-19T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-19T09:30:00Z,2019-08-26T08:00:00Z,MILANO,MI,BE-7,0.00467,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-19T09:30:00Z,2019-08-26T08:00:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-19T09:30:00Z,2019-08-26T08:00:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-26T08:00:00Z,2019-09-02T07:30:00Z,MILANO,MI,BE-7,0.00533,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-26T08:00:00Z,2019-09-02T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-08-26T08:00:00Z,2019-09-02T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-09-02T07:30:00Z,2019-09-30T07:30:00Z,MILANO,MI,BE-7,0.00524,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-02T07:30:00Z,2019-09-09T07:30:00Z,MILANO,MI,BE-7,0.00332,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-09-02T07:30:00Z,2019-09-30T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-02T07:30:00Z,2019-09-09T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-09-02T07:30:00Z,2019-09-30T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-02T07:30:00Z,2019-09-09T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-09T07:30:00Z,2019-09-16T07:30:00Z,MILANO,MI,BE-7,0.00385,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-09T07:30:00Z,2019-09-16T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-09T07:30:00Z,2019-09-16T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-16T07:30:00Z,2019-09-23T07:30:00Z,MILANO,MI,BE-7,0.00519,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-16T07:30:00Z,2019-09-23T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-16T07:30:00Z,2019-09-23T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-23T07:30:00Z,2019-09-30T08:00:00Z,MILANO,MI,BE-7,0.00346,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-23T07:30:00Z,2019-09-30T08:00:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-23T07:30:00Z,2019-09-30T08:00:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-09-30T07:30:00Z,2019-11-04T08:30:00Z,MILANO,MI,BE-7,0.00354,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-09-30T07:30:00Z,2019-11-04T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-09-30T07:30:00Z,2019-11-04T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-30T08:00:00Z,2019-10-07T07:30:00Z,MILANO,MI,BE-7,0.00384,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-30T08:00:00Z,2019-10-07T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-09-30T08:00:00Z,2019-10-07T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-07T07:30:00Z,2019-10-14T07:30:00Z,MILANO,MI,BE-7,0.00283,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-07T07:30:00Z,2019-10-14T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-07T07:30:00Z,2019-10-14T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-14T07:30:00Z,2019-10-21T07:30:00Z,MILANO,MI,BE-7,0.00423,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-14T07:30:00Z,2019-10-21T07:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-14T07:30:00Z,2019-10-21T07:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-21T07:30:00Z,2019-10-28T08:30:00Z,MILANO,MI,BE-7,0.00383,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-21T07:30:00Z,2019-10-28T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-21T07:30:00Z,2019-10-28T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-28T08:30:00Z,2019-11-04T08:30:00Z,MILANO,MI,BE-7,0.00228,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-28T08:30:00Z,2019-11-04T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-10-28T08:30:00Z,2019-11-04T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-11-04T08:30:00Z,2019-12-02T08:30:00Z,MILANO,MI,BE-7,0.00138,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-04T08:30:00Z,2019-11-11T08:30:00Z,MILANO,MI,BE-7,0.00126,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-11-04T08:30:00Z,2019-12-02T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-04T08:30:00Z,2019-11-11T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-11-04T08:30:00Z,2019-12-02T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-04T08:30:00Z,2019-11-11T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-11T08:30:00Z,2019-11-18T08:30:00Z,MILANO,MI,BE-7,0.00199,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-11T08:30:00Z,2019-11-18T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-11T08:30:00Z,2019-11-18T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-18T08:30:00Z,2019-11-25T08:30:00Z,MILANO,MI,BE-7,8.1E-4,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-18T08:30:00Z,2019-11-25T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-18T08:30:00Z,2019-11-25T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-25T08:30:00Z,2019-12-02T08:30:00Z,MILANO,MI,BE-7,3.88E-4,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-25T08:30:00Z,2019-12-02T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-11-25T08:30:00Z,2019-12-02T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-12-02T08:30:00Z,2019-12-30T08:30:00Z,MILANO,MI,BE-7,0.00226,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-02T08:30:00Z,2019-12-09T08:30:00Z,MILANO,MI,BE-7,0.00227,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-12-02T08:30:00Z,2019-12-30T08:30:00Z,MILANO,MI,CS-137,1.04E-6,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-02T08:30:00Z,2019-12-09T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese) - mensile,2019-12-02T08:30:00Z,2019-12-30T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-02T08:30:00Z,2019-12-09T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-09T08:30:00Z,2019-12-16T08:30:00Z,MILANO,MI,BE-7,0.0024,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-09T08:30:00Z,2019-12-16T08:30:00Z,MILANO,MI,CS-137,1.7E-6,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-09T08:30:00Z,2019-12-16T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-16T08:30:00Z,2019-12-23T08:30:00Z,MILANO,MI,BE-7,0.00109,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-16T08:30:00Z,2019-12-23T08:30:00Z,MILANO,MI,CS-137,1.41E-6,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-16T08:30:00Z,2019-12-23T08:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-23T08:30:00Z,2019-12-30T09:30:00Z,MILANO,MI,BE-7,0.0018,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-23T08:30:00Z,2019-12-30T09:30:00Z,MILANO,MI,CS-137,n.r.,BQ/M3,,,,,,,,,,,,,,,,
ARIA ESTERNA,PTS (Polveri Totali Sospese),2019-12-23T08:30:00Z,2019-12-30T09:30:00Z,MILANO,MI,I-131,n.r.,BQ/M3,,,,,,,,,,,,,,,,
BACCHE SELVATICHE,LAMPONI,2019-09-10T22:00:00Z,2019-09-10T22:00:00Z,ALMENNO SAN BARTOLOMEO,BG,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
BACCHE SELVATICHE,LAMPONI,2019-08-08T22:00:00Z,2019-08-08T22:00:00Z,VALFURVA,SO,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
BACCHE SELVATICHE,MIRTILLI,2019-08-04T22:00:00Z,2019-08-04T22:00:00Z,ZOGNO,BG,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
BACCHE SELVATICHE,MIRTILLI,2019-07-21T22:00:00Z,2019-07-21T22:00:00Z,ALBOSAGGIA,SO,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
BACCHE SELVATICHE,MIRTILLI,2019-07-18T22:00:00Z,2019-07-18T22:00:00Z,COSIO VALTELLINO,SO,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
BACCHE SELVATICHE,MORE,2019-08-06T22:00:00Z,2019-08-06T22:00:00Z,GROMO,BG,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
