,BACINO IDROGRAFICO,LAGO,CORPO IDRICO,PROVINCIA,COMUNE,COORD X,COORD Y,Codice Stazione,Descrizione Profondità,Profondità,DATA CAMPIONAMENTO,PARAMETRO,CAS,UM,VALORE,ParameterIdentificationSystem
579,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Cadmio,7440-43-9,µg-L,0.04,CAS
580,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Calcio,7440-70-2,mg-L,35.0,CAS
581,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Cloruri,16887-00-6,mg-L-Cl,2.1,CAS
582,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,241.0,WISE
583,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Cromo totale,7440-47-3,µg-L,lt-2,CAS
584,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Durezza (totale),20001,mg-L-CaCO3,124.0,CAS
585,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Fluoruri,16984-48-8,µg-L,lt-250,CAS
586,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Fosforo Totale,7723-14-0,µg-L-P,32.0,CAS
587,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Magnesio,7439-95-4,mg-L,9.0,CAS
588,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
589,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Nichel,7440-02-0,µg-L,lt-2,CAS
590,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
591,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Ossigeno % di saturazione,3131-01-9,%-sat.,88.0,WISE
592,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Ossigeno disciolto,7782-44-7,mg-L-O2,10.3,CAS
593,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,pH,12408-02-5,pH,7.9,CAS
594,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Piombo,7439-92-1,µg-L,lt-1,CAS
595,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Potassio,7440-09-7,mg-L,0.9,CAS
596,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Rame,7440-50-8,µg-L,NV,CAS
597,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Silicati reattivi,1344-09-8,mg-L-SiO2,3.48,CAS
598,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Sodio,7440-23-5,mg-L,2.0,CAS
599,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Solfati,14808-79-8,mg-L-SO4,27.0,CAS
600,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Temperatura acqua,3121-01-5,°C,8.5,WISE
601,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Zinco,7440-66-6,µg-L,NV,CAS
602,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Alcalinità,71-52-3,meq-L,NV,CAS
603,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Arsenico,7440-38-2,µg-L,lt-1,CAS
604,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.015,CAS
605,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Azoto nitrico,14797-55-8,mg-L-N,0.54,CAS
606,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
607,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Azoto Totale,17778-88-0,mg-L-N,0.88,CAS
608,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
609,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Calcio,7440-70-2,mg-L,37.0,CAS
610,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Cloruri,16887-00-6,mg-L-Cl,1.7,CAS
611,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,278.0,WISE
612,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Cromo totale,7440-47-3,µg-L,lt-2,CAS
613,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Durezza (totale),20001,mg-L-CaCO3,133.0,CAS
614,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Fluoruri,16984-48-8,µg-L,lt-250,CAS
615,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Fosforo Totale,7723-14-0,µg-L-P,23.0,CAS
616,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Magnesio,7439-95-4,mg-L,10.0,CAS
617,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
618,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Nichel,7440-02-0,µg-L,lt-2,CAS
619,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Ortofosfato,14265-44-2,µg-L-P,16.0,CAS
620,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Ossigeno % di saturazione,3131-01-9,%-sat.,93.4,WISE
621,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Ossigeno disciolto,7782-44-7,mg-L-O2,11.3,CAS
622,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,pH,12408-02-5,pH,8.0,CAS
623,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Piombo,7439-92-1,µg-L,lt-1,CAS
624,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Potassio,7440-09-7,mg-L,0.5,CAS
625,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Rame,7440-50-8,µg-L,lt-2,CAS
626,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Silicati reattivi,1344-09-8,mg-L-SiO2,1.55,CAS
627,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Sodio,7440-23-5,mg-L,2.0,CAS
628,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Solfati,14808-79-8,mg-L-SO4,42.0,CAS
629,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Temperatura acqua,3121-01-5,°C,6.9,WISE
630,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-04-10,Zinco,7440-66-6,µg-L,lt-10,CAS
631,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Alcalinità,71-52-3,meq-L,NV,CAS
632,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Arsenico,7440-38-2,µg-L,lt-1,CAS
633,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Azoto ammoniacale,14798-03-9,mg-L-N,0.022,CAS
634,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Azoto nitrico,14797-55-8,mg-L-N,0.72,CAS
635,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
636,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Azoto Totale,17778-88-0,mg-L-N,1.0,CAS
637,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
638,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Calcio,7440-70-2,mg-L,38.0,CAS
639,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Cloruri,16887-00-6,mg-L-Cl,1.9,CAS
640,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,272.0,WISE
641,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Cromo totale,7440-47-3,µg-L,lt-2,CAS
642,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Durezza (totale),20001,mg-L-CaCO3,140.0,CAS
643,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Fluoruri,16984-48-8,µg-L,lt-250,CAS
644,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Fosforo Totale,7723-14-0,µg-L-P,19.0,CAS
645,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Magnesio,7439-95-4,mg-L,11.0,CAS
646,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
647,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Nichel,7440-02-0,µg-L,lt-2,CAS
648,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Ortofosfato,14265-44-2,µg-L-P,14.0,CAS
649,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Ossigeno % di saturazione,3131-01-9,%-sat.,84.0,WISE
650,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Ossigeno disciolto,7782-44-7,mg-L-O2,9.8,CAS
651,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,pH,12408-02-5,pH,7.8,CAS
652,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Piombo,7439-92-1,µg-L,lt-1,CAS
653,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Potassio,7440-09-7,mg-L,0.7,CAS
654,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Rame,7440-50-8,µg-L,lt-2,CAS
655,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Silicati reattivi,1344-09-8,mg-L-SiO2,2.57,CAS
656,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Sodio,7440-23-5,mg-L,2.0,CAS
657,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Solfati,14808-79-8,mg-L-SO4,44.0,CAS
658,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Temperatura acqua,3121-01-5,°C,8.6,WISE
659,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,20.0,2019-06-16,Zinco,7440-66-6,µg-L,lt-10,CAS
660,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Alcalinità,71-52-3,meq-L,NV,CAS
661,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Arsenico,7440-38-2,µg-L,lt-1,CAS
662,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.015,CAS
663,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Azoto nitrico,14797-55-8,mg-L-N,0.63,CAS
664,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
665,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Azoto Totale,17778-88-0,mg-L-N,0.85,CAS
666,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
667,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Calcio,7440-70-2,mg-L,45.0,CAS
668,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Cloruri,16887-00-6,mg-L-Cl,1.8,CAS
669,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,297.0,WISE
670,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Cromo totale,7440-47-3,µg-L,lt-2,CAS
671,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Durezza (totale),20001,mg-L-CaCO3,149.0,CAS
672,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Fluoruri,16984-48-8,µg-L,lt-250,CAS
673,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Fosforo Totale,7723-14-0,µg-L-P,16.0,CAS
674,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Magnesio,7439-95-4,mg-L,9.0,CAS
675,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
676,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Nichel,7440-02-0,µg-L,lt-2,CAS
677,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Ortofosfato,14265-44-2,µg-L-P,15.0,CAS
678,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Ossigeno % di saturazione,3131-01-9,%-sat.,43.2,WISE
679,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Ossigeno disciolto,7782-44-7,mg-L-O2,5.1,CAS
680,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,pH,12408-02-5,pH,7.7,CAS
681,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Piombo,7439-92-1,µg-L,lt-1,CAS
682,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Potassio,7440-09-7,mg-L,1.0,CAS
683,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Rame,7440-50-8,µg-L,lt-2,CAS
684,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Silicati reattivi,1344-09-8,mg-L-SiO2,2.91,CAS
685,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Sodio,7440-23-5,mg-L,1.0,CAS
686,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Solfati,14808-79-8,mg-L-SO4,48.0,CAS
687,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Temperatura acqua,3121-01-5,°C,8.2,WISE
688,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,22.0,2019-08-07,Zinco,7440-66-6,µg-L,lt-10,CAS
689,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Alcalinità,71-52-3,meq-L,NV,CAS
690,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Arsenico,7440-38-2,µg-L,lt-1,CAS
691,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.08,CAS
692,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Azoto nitrico,14797-55-8,mg-L-N,0.66,CAS
693,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
694,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Azoto Totale,17778-88-0,mg-L-N,1.15,CAS
695,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
696,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Calcio,7440-70-2,mg-L,36.3,CAS
697,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Cloruri,16887-00-6,mg-L-Cl,1.7,CAS
