"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"DATO:
DATI ANALITICI ACQUE SOTTERRANEE","","FONTE DATI:
ARPA Lombardia","ANNO DI RIFERIMENTO:
2018","","","Sostanze Perfluoroalchiliche 
– PFAS – ","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"GWB","PROVINCIA","COMUNE","CODICE PP","COORD X","COORD Y","DATA CAMPIONAMENTO","SOSTANZA","CAS","UM","CONCENTRAZIONE"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,006"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0019"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPTLS","PV","VIDIGULFO","PO018176NUP001","518046","5015899","4/26/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,011"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0023"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","5/9/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,025"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0021"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","8/1/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,006"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0028"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APAO","BG","Grassobbio","PO0161170R0112","557613","5053360","12/4/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,017"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,007"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,01"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPAO","BG","Isso","PO0161220R0519","556753","5036727","5/29/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0232"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","5/8/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,008"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,023"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","8/8/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,018"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APAO","BG","TREVIGLIO","PO016219NUP001","546054","5041359","12/17/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,015"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,022"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0008"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","5/14/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,023"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,02"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0004"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,007"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","7/31/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,02"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,023"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0004"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,006"
"GWB ISS MPAO","CR","Gombito","PO019049NRA001","556148","5011319","11/29/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,01"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","CR","Piadena","PO019071NRA001","611002","4998742","5/9/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0002"
