PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MILANO,MILANO,MI146.2370,METROPOLITANA MILANESE M5 AREA PII ISOLA-LUNETTA,VIA GAETANO DE CASTILLIA,aree industriali dismesse,9.18832003,45.48527131,POINT (9.18832003 45.48527131),alta
MILANO,CORNAREDO,MI087.0006,SOCIETA' IMINVEST SRL - EX ALPHANIA,VIA R. MERENDI,aree industriali dismesse,9.0302828,45.48925217,POINT (9.0302828 45.48925217),alta
MILANO,MILANO,MI146.4163,IMMOBILIARE PORDENONE,"VIA PORDENONE, 6",altri siti non meglio specificati,9.23416595,45.4900071,POINT (9.23416595 45.4900071),alta
PAVIA,SIZIANO,PV150.0001,AREA EX PIRELLI - ARTIGO,S.P.BINASCO-MELEGNANO 40,aree industriali dismesse,9.23196963,45.33017936,POINT (9.23196963 45.33017936),alta
MILANO,NOVATE MILANESE,MI157.0001,EX SKW BIOSISTEM S.P.A,VIA BOVISASCA,aree industriali dismesse,9.1481393,45.52712574,POINT (9.1481393 45.52712574),alta
MILANO,VIMODRONE,MI242.0006,COSVIM S.r.l.,"VIA GENERALE ARMANDO DIAZ, 9",n.d.,9.28599355,45.51249626,POINT (9.28599355 45.51249626),alta
MILANO,GARBAGNATE MILANESE,MI105.0007,Area Ex PARKOPLAST,VIA BARIANELLA,aree industriali dismesse,9.05776059,45.58133403,POINT (9.05776059 45.58133403),alta
MONZA E DELLA BRIANZA,BRIOSCO,MI033.0003,Area Edilrocca,VIA PARINI-FRAZ.CAPRIANO,aree industriali dismesse,9.25810166,45.72381152,POINT (9.25810166 45.72381152),alta
MILANO,RHO,MI182.0002,ROTOINCISA CILINDRI S.R.L.,"VIA ENRICO MATTEI, 7",aree industriali in attività,9.02349243,45.53228791,POINT (9.02349243 45.53228791),alta
BRESCIA,BRESCIA,BS029.0179,"VIA NICOLINI, 5","VIA GIUSEPPE NICOLINI, 5",aree industriali dismesse,10.19716705,45.54613467,POINT (10.19716705 45.54613467),alta
MILANO,MILANO,MI146.2993,AREA VIA LOMELLINA,"VIA LOMELLINA, 28",n.d.,9.23020247,45.46422067,POINT (9.23020247 45.46422067),alta
MONZA E DELLA BRIANZA,VIMERCATE,MB050.0006,Area ex commerciale,"VIA ENRICO TOTI, 8",aree industriali dismesse,9.36533826,45.60454589,POINT (9.36533826 45.60454589),alta
MILANO,BOLLATE,MI027.0004,EUGENIO BORRONI S.r.l.,"VIA GIACOMO MATTEOTTI, 19",aree industriali dismesse,9.11990656,45.54460117,POINT (9.11990656 45.54460117),alta
MILANO,MILANO,MI146.2619,IMMOBILIARE GARIBALDI SRL,"CORSO GIUSEPPE GARIBALDI, 115",aree industriali dismesse,9.18564305,45.47897771,POINT (9.18564305 45.47897771),alta
LECCO,MERATE,LC048.0010,EX F.LLI FERRARIO,"VIA STATALE, 2",altri siti non meglio specificati,9.4086868,45.7175957,POINT (9.4086868 45.7175957),alta
MILANO,SAN GIULIANO MILANESE,MI195.0030,Ex P.V. IP 43094,"VIA PO, 6",aree industriali dismesse,9.25785446,45.39114745,POINT (9.25785446 45.39114745),alta
MILANO,MILANO,MI146.0381,ISTITUTO SIEROTERAPICO MILANESE - Area esterna alla discarica,"VIA GIOVANNI SEGANTINI, 64",aree industriali dismesse,9.17258968,45.44547827,POINT (9.17258968 45.44547827),alta
MILANO,MILANO,MI146.0775,AREA DITTA TREP,"VIA SELVANESCO, 57",n.d.,9.18718218,45.41639975,POINT (9.18718218 45.41639975),alta
MILANO,MILANO,MI146.4074,ORTI 4,"VIA ORTI, 4",altri siti non meglio specificati,9.19955464,45.45497236,POINT (9.19955464 45.45497236),alta
COMO,COMO,CO075.0027,AREA EX MESA S.R.L.,"VIA CECILIO, 38",aree industriali dismesse,9.06480067,45.78389021,POINT (9.06480067 45.78389021),alta
VARESE,CASSANO MAGNAGO,VA040.0008,ex Cava Gasparoli - Opera Infrastruttirale Pedemontana,TANGENZIALE DI VARESE-TRATTA A8-A9 COLLEGAMENTO AUTOSTRADALE DALMINE-COMO-VARESE-VALICO DEL GAGGIOLO,smaltimenti non autorizzati - abbandono rifiuti,8.8323174,45.66117159,POINT (8.8323174 45.66117159),alta
COMO,VILLA GUARDIA,CO245.0003,VASCA RIFIUTI FANGOSI EX MAESANI,VIA GIUSEPPE MAZZINI,smaltimenti non autorizzati - abbandono rifiuti,9.0279715,45.7776351,POINT (9.0279715 45.7776351),alta
PAVIA,BRESSANA BOTTARONE,PV023.0001,AREA ADIACENTE LINEA FF.SS. 35,LOCALITA' VALLE BOTTA,smaltimenti non autorizzati - abbandono rifiuti,9.1165541,45.0894127,POINT (9.1165541 45.0894127),alta
MILANO,MILANO,MI146.2808,"PALAZZO REALE, rimozione serbatoio",PIAZZETTA REALE 12,serbatoi carburante per riscaldamento,9.19214499,45.46366553,POINT (9.19214499 45.46366553),alta
VARESE,CARDANO AL CAMPO,VA032.0008,Area industriale Laminati Alluminio Gallarate,"VIA LAZZARETTO, 88/90",n.d.,8.7739415,45.63738452,POINT (8.7739415 45.63738452),alta
MONZA E DELLA BRIANZA,VILLASANTA,MI239.0001,FLOUS SRL - AREA EX SIRTORI CARLO,"VIA CARAVAGGIO, 53",aree industriali dismesse,9.30424804,45.59911077,POINT (9.30424804 45.59911077),alta
MILANO,BUCCINASCO,MI036.0030,AREA VLM SPA,"VIA DEI LAVORATORI, 14",aree industriali dismesse,9.09435593,45.41304852,POINT (9.09435593 45.41304852),alta
MILANO,MILANO,MI146.2489,CANTIERE TORRE DELLE ARTI,"VIA PRINCIPE EUGENIO, 1--3-5",serbatoi carburante per riscaldamento,9.16189065,45.48801414,POINT (9.16189065 45.48801414),alta
BRESCIA,DESENZANO DEL GARDA,BS067.0005,RIMOZIONE SERBATOI PVF 1015,"VIALE GUGLIELMO MARCONI, 2",impianti di stoccaggio o adduzione carburanti,10.52745502,45.46708352,POINT (10.52745502 45.46708352),alta
MILANO,CARPIANO,MI050.0001,"Centro Ecologico Padano CEP, IMMOBILIARE ERICANA SRL",STRADA PROVINCIALE 40,impianti di stoccaggio o adduzione carburanti,9.29147265,45.35095419,POINT (9.29147265 45.35095419),alta
BRESCIA,PADENGHE SUL GARDA,BS129.0003,"AREA GUNTER STREBEL, sversamento gasolio","VIA SAN CASSIANO, 40",altri siti non meglio specificati,10.53335235,45.50218717,POINT (10.53335235 45.50218717),bassa
MILANO,MILANO,MI146.4207,A.S.S.T. GRANDE OSPEDALE METROPOLITANO CA'GRANDA -NIGUARDA- PADIGLIONE EX ORIGGI,"VIA RENATO DONATELLI, 5",n.d.,9.19016733,45.51015381,POINT (9.19016733 45.51015381),alta
LODI,CRESPIATICA,LO025.0004,SOCIETA' PRESSPALI SPA,VIA DELLE INDUSTRIE,aree industriali in attività,9.58021015,45.34735427,POINT (9.58021015 45.34735427),alta
MILANO,MILANO,MI146.0899,AGIP P.V. PIAZZALE BIANCAMANO 8,"PIAZZALE BIANCAMANO, 8",impianti di stoccaggio o adduzione carburanti,9.18194551,45.47844052,POINT (9.18194551 45.47844052),alta
MILANO,LEGNANO,MI118.0024,AREA VIA BRAMANTE,"VIA DONATO BRAMANTE, 63",aree industriali dismesse,8.9191599,45.60095949,POINT (8.9191599 45.60095949),alta
MILANO,ROZZANO,MI189.0019,Immobile della Società Brianzadiesel S.p.a.,"VIA VOLTURNO, 10",n.d.,9.17030139,45.38865379,POINT (9.17030139 45.38865379),alta
MILANO,ROZZANO,MI189.0031,Area via Valleambrosia,"VIA VALLEAMBROSIA, 15",aree industriali dismesse,9.1552828,45.4011494,POINT (9.1552828 45.4011494),alta
MONZA E DELLA BRIANZA,CARATE BRIANZA,MI048.0004,Area Ex Valtorta,"VIA RIVERA, 63",aree industriali dismesse,9.236969,45.66300681,POINT (9.236969 45.66300681),alta
BERGAMO,SAN PELLEGRINO TERME,BG190.0002,Area ex Sanpellegrino,VIA TORQUATO TARAMELLI,aree industriali dismesse,9.66536623,45.84242072,POINT (9.66536623 45.84242072),alta
BRESCIA,NAVE,BS117.0017,Area Ex Cartiera Giustacchini,LOCALITA' MITRIA-,aree industriali dismesse,10.29150915,45.58740267,POINT (10.29150915 45.58740267),bassa
MILANO,RHO,MI182.0042,Area di Via Virgilio,"VIA VIRGILIO, 5",aree industriali dismesse,9.03139505,45.52586943,POINT (9.03139505 45.52586943),alta
MILANO,SETTIMO MILANESE,MI211.0013,AREA VIA PARINI,"VIA GIUSEPPE PARINI, 2",aree industriali dismesse,9.06023501,45.48878194,POINT (9.06023501 45.48878194),alta
BERGAMO,TORRE BOLDONE,BG214.0002,DITTA PEZZAMIFICIO BERGAMASCO DI NEDO S.n.c,"VIA TORQUATO TASSO, 29",aree industriali dismesse,9.71087516,45.71527321,POINT (9.71087516 45.71527321),alta
MANTOVA,CAVRIANA,MN018.0003,AREA COMUNE DI CAVRIANA ADIACENTE EX FAIS -PROPRIETÀ COMUNE,VIALE PIEVE,altri siti non meglio specificati,10.60740008,45.34561993,POINT (10.60740008 45.34561993),alta
MILANO,MILANO,MI146.0988,OPEN 40 S.R.L.,"VIA CESARE AJRAGHI, 40",aree industriali dismesse,9.14703527,45.49678066,POINT (9.14703527 45.49678066),alta
MILANO,MILANO,MI146.0118,"P.V. 1151, Q8","VIA LORENTEGGIO, 260",impianti di stoccaggio o adduzione carburanti,9.11986111,45.44489594,POINT (9.11986111 45.44489594),alta
PAVIA,MARZANO,PV087.0001,EX ALLEVAMENTO SUINICOLO MILANI,VIA ROMA,altri siti non meglio specificati,9.29541824,45.24777008,POINT (9.29541824 45.24777008),alta
MILANO,MILANO,MI146.2657,AREA ARTIGIANALE,"VIA ORESTE SALOMONE, 61",aree industriali dismesse,9.2414828,45.45095281,POINT (9.2414828 45.45095281),alta
MILANO,MILANO,MI146.0330,COMMERCIALE PETROLI SRL,"VIA CHIOGGIA, 12",impianti di stoccaggio o adduzione carburanti,9.21885462,45.49989826,POINT (9.21885462 45.49989826),alta
COMO,LAMBRUGO,CO121.0005,"Area inustriale ""Ex tessitura Molteni & C.""",VIA BRIANZA,n.d.,9.245726,45.75706759,POINT (9.245726 45.75706759),bassa
MILANO,ASSAGO,MI011.0014,"Palazzo F7, dismissione serbatoio",MILANOFIORI PALAZZO F7,n.d.,9.13685064,45.39887765,POINT (9.13685064 45.39887765),bassa
PAVIA,BORGO PRIOLO,PV016.0003,ditta MONTAGNA E FIGLI snc,LOCALITA' RIVAZZA,aree industriali in attività,9.14924115,44.94618191,POINT (9.14924115 44.94618191),bassa
MILANO,MILANO,MI146.4193,"SITO DI VIA EMO, 8","VIA ANGELO EMO, 8",aree industriali dismesse,9.24294502,45.50475438,POINT (9.24294502 45.50475438),alta
VARESE,MALNATE,VA096.0002,AREA EX RONCORONI MOLE ED EX SIOME,VIA I MAGGIO,aree industriali dismesse,8.88137347,45.80137519,POINT (8.88137347 45.80137519),alta
MILANO,VIMODRONE,MI242.0024,Area Ex Metrolegno,VIA XXV APRILE,aree industriali dismesse,9.28111825,45.51329838,POINT (9.28111825 45.51329838),alta
MILANO,SESTO SAN GIOVANNI,MI209.0081,ESPOSTO CADORE,"VIA CADORE, 72",altri siti non meglio specificati,9.25933929,45.5477409,POINT (9.25933929 45.5477409),alta
VARESE,ORIGGIO,VA109.0004,Area di Via per Cantalupo,"VIA PER CANTALUPO, 4",aree industriali dismesse,9.010051,45.59475784,POINT (9.010051 45.59475784),alta
MILANO,INVERUNO,MI113.0015,DISCARICA COMUNALE DI RSU,STRADA PER CASATE,n.d.,8.85453709,45.51800375,POINT (8.85453709 45.51800375),bassa
BERGAMO,MAPELLO,BG132.0003,AREA EX SOBEA - PROPRIETA' VIRGILIO S.p.A.,"VIA DEGLI ALPINI, 2",aree industriali dismesse,9.56126221,45.71320633,POINT (9.56126221 45.71320633),alta
MILANO,MILANO,MI146.3871,AREA TIBALDI (EX CACCIATORI DUE S.R.L.),"VIALE GORIZIA, 8",aree industriali dismesse,9.17368382,45.45431225,POINT (9.17368382 45.45431225),alta
COMO,LOMAZZO,CO133.0014,AREA OPERE DI LAMINAZIONE TORRENTE LURA - PROGETTO DI BONIFICA ART 249.,FOGLIO 1 MAPPALE 458,n.d.,9.03193015,45.69121793,POINT (9.03193015 45.69121793),bassa
PAVIA,VIGEVANO,PV177.0009,Area Megastampi,"CORSO MILANO, 70",aree industriali dismesse,8.87258938,45.3227356,POINT (8.87258938 45.3227356),alta
MILANO,MILANO,MI146.0199,Area ex SPARVOL,"VIA GIOVANNI ANTONIO AMADEO, 59ANGOLOTIRONE1",aree industriali dismesse,9.24004195,45.4709476,POINT (9.24004195 45.4709476),alta
MILANO,MILANO,MI146.1135,Area di Via Timavo,"VIA TIMAVO, 32",aree industriali dismesse,9.1986067,45.49056392,POINT (9.1986067 45.49056392),alta
MILANO,MILANO,MI146.2264,HOT SPOT 201 - PII GARIBALDI/REPUBBLICA,VIALE DON LUIGI STURZO,altri siti non meglio specificati,9.18760009,45.48335906,POINT (9.18760009 45.48335906),alta
MONZA E DELLA BRIANZA,LIMBIATE,MB027.0007,FALEGNAMERIA SPACOL,"VIA PIACENZA, 1",aree industriali dismesse,9.1286709,45.60070099,POINT (9.1286709 45.60070099),alta
MILANO,MILANO,MI146.0499,P.V. AGIP N. 55673,"VIA GALLARATE, 40",impianti di stoccaggio o adduzione carburanti,9.13895194,45.49464525,POINT (9.13895194 45.49464525),alta
MILANO,LAINATE,MI116.0037,REEF ITALIA SRL,"VIA GIACOMO LEOPARDI, 61",n.d.,9.02565695,45.56596031,POINT (9.02565695 45.56596031),bassa
MILANO,TURBIGO,MI226.0007,Area Ex Conceria Allevi,"VIA XXV APRILE 1945, 31",aree industriali dismesse,8.74736763,45.53522295,POINT (8.74736763 45.53522295),alta
MILANO,MILANO,MI146.0044,EX CARROZZERIA,"VIA FRANCESCO BRAMBILLA, 7/A",aree industriali dismesse,9.24683575,45.51222754,POINT (9.24683575 45.51222754),alta
LODI,COMAZZO,LO020.0004,SERBATOIO INTERRATO FRAZ LAVAGNA-COMAZZO,VIA MARCONI ANG.TOSCANINI-FRAZ LAVAGNA,serbatoi carburante per riscaldamento,9.44365296,45.46158554,POINT (9.44365296 45.46158554),alta
MILANO,BOLLATE,MI027.0094,AREA EX DITTA TIMAVO,"VIA CARLO CATTANEO, 1",aree industriali dismesse,9.10855065,45.5403555,POINT (9.10855065 45.5403555),alta
VARESE,GALLARATE,VA070.0018,Area EX Cotonificio Alceste Pasta,VIA FOGAZZARO ANG.VIA BOTTINI 1,aree industriali dismesse,8.7916127,45.6576636,POINT (8.7916127 45.6576636),alta
MILANO,MILANO,MI146.0236,"KENNAMETAL, Ca.Me.S","VIA MORIVIONE, 5/7",aree industriali dismesse,9.19478492,45.440611,POINT (9.19478492 45.440611),alta
MILANO,CORSICO,MI093.0007,TUTTO EX AREA INDUSTRIALE,"VIA GIOSUE' CARDUCCI, 8",aree industriali dismesse,9.11282655,45.42826189,POINT (9.11282655 45.42826189),alta
BRESCIA,BAGNOLO MELLA,BS009.0007,SHERATON ITALIANA,"VIA LIZZERE, 2",altri siti non meglio specificati,10.19184812,45.4319179,POINT (10.19184812 45.4319179),alta
MILANO,RODANO,MI185.0002,POZZO POBBIANO - ENI S.P.A,S.P.N.182,attività minerarie o estrattive,9.34831375,45.47053613,POINT (9.34831375 45.47053613),bassa
MONZA E DELLA BRIANZA,BOVISIO MASCIAGO,MB010.0002,EX BRIANZA METALLI S.R.L.,"VIA TOLMINO, 132",aree industriali dismesse,9.1635967,45.6125781,POINT (9.1635967 45.6125781),alta
CREMONA,SALVIROLA,CR087.0001,"PV 6085, TAMOIL PETROLI SPA","VIA UMBERTO I, 18",impianti di stoccaggio o adduzione carburanti,9.77958762,45.3592601,POINT (9.77958762 45.3592601),alta
MILANO,CINISELLO BALSAMO,MI077.0003,ANCHERFAM,"VIALE LOMBARDIA, 5",rilasci accidentali o dolosi di sostanze,9.22375549,45.54637268,POINT (9.22375549 45.54637268),alta
SONDRIO,LIVIGNO,SO037.0004,CU.BA. SAS IN LOCALITA' CONTRIN,"VIA PEDRANA, 500",impianti di stoccaggio o adduzione carburanti,10.12811444,46.52802312,POINT (10.12811444 46.52802312),alta
VARESE,BUSTO ARSIZIO,VA026.0096,EX MANIFATTURA CISALPINA,VIA XX SETTEMBRE/VIATIGROTTI,aree industriali dismesse,8.87118466,45.61265785,POINT (8.87118466 45.61265785),alta
MILANO,SEDRIANO,MI204.0001,EX CAVA BOTTONI,VIA ENRICO MATTEI,smaltimenti non autorizzati - abbandono rifiuti,8.96339006,45.49110795,POINT (8.96339006 45.49110795),alta
MILANO,MILANO,MI146.2635,"PII GARIBALDI REPUBBLICA - AREA PARCO, SUBAREA A",VIA GAETANO DE CASTILLIA,altri siti non meglio specificati,9.18832003,45.48527131,POINT (9.18832003 45.48527131),alta
BRESCIA,RONCADELLE,BS165.0017,AREA EX MONDOLIBRI,"VIA MANDOLOSSA, 43/45",aree industriali dismesse,10.13621735,45.55003234,POINT (10.13621735 45.55003234),alta
VARESE,VERGIATE,VA138.0003,Rotatoria via S. Rocco - Sversamento accidentale di gasolio del 08/10/2007,S.P.S.P.N18 ROTATORIA CON VIA S.ROCCO,altri siti non meglio specificati,8.70321499,45.73153139,POINT (8.70321499 45.73153139),bassa
PAVIA,GARLASCO,PV069.0009,"km 3 + 900, SVERSAMENTO ACCIDENTALE",STRADA PROVINCIALE 206,n.d.,8.92835014,45.18949905,POINT (8.92835014 45.18949905),alta
MILANO,MILANO,MI146.1733,P.V. IP 5561,"VIALE BACCHIGLIONE, 24",impianti di stoccaggio o adduzione carburanti,9.22270315,45.44379007,POINT (9.22270315 45.44379007),alta
BERGAMO,COLOGNO AL SERIO,BG079.0005,EX OS.C.ALL,"VIA DEI BOSCHETTI, 3",aree industriali dismesse,9.70606016,45.58334478,POINT (9.70606016 45.58334478),alta
MILANO,BUSTO GAROLFO,MI041.0011,EX MANIFATTURA CACCIA,VIA GIOVANNI RANDACCIO,aree industriali dismesse,8.87823569,45.5470908,POINT (8.87823569 45.5470908),alta
MILANO,SAN GIULIANO MILANESE,MI195.0008,Area di via Po - Ex Tecnologistica,"VIA PO, 7",aree industriali in attività,9.26087345,45.3874579,POINT (9.26087345 45.3874579),alta
MILANO,MELZO,MI142.0019,EX STAZIONE FERROVIARIA,VIA CAMILLO CAVOUR,n.d.,9.42094432,45.50144552,POINT (9.42094432 45.50144552),alta
MILANO,CINISELLO BALSAMO,MI077.0009,Area di Via Vespri Siciliani,"VIA VESPRI SICILIANI, 12",aree industriali in attività,9.2108957,45.56861517,POINT (9.2108957 45.56861517),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0017,"COOPERATIVA SESTESE DI ABITAZIONE ""CAMAGNI OLMINI"" - discarica abusiva",VIALE LIBERTA',discariche abusive o incontrollate,9.28759042,45.58808839,POINT (9.28759042 45.58808839),alta
MILANO,COLOGNO MONZESE,MI081.0058,ENI S.P.A. - STAZIONE DI SERVIZIO,"VIA MILANO, 158",impianti di stoccaggio o adduzione carburanti,9.26582144,45.51681315,POINT (9.26582144 45.51681315),alta
BRESCIA,LENO,BS088.0002,Area Ditta Ferrorottami srl,VIA RISPARMIO 2,aree industriali in attività,10.2162728,45.36545393,POINT (10.2162728 45.36545393),bassa
MILANO,MILANO,MI146.2990,Area di Via Alberto Mario,"VIA ALBERTO MARIO, 15-19",n.d.,9.15043845,45.47113804,POINT (9.15043845 45.47113804),alta
VARESE,CASTELLANZA,VA042.0040,Sversamento a seguito sinistro KM 19 + 100,A8,n.d.,8.90038625,45.61345687,POINT (8.90038625 45.61345687),bassa
BRESCIA,VILLA CARCINA,BS199.0017,LMI - LOTTIZZAZIONE PA5 - NUOVA FARMACIA COMUNALE,VIA GUGLIELMO MARCONI,aree industriali dismesse,10.19874861,45.63209878,POINT (10.19874861 45.63209878),alta
MILANO,MILANO,MI146.0177,RAFFINERIA FINALUBE - PRU PALIZZI,"VIA ERITREA, 2",aree industriali dismesse,9.13817894,45.50863879,POINT (9.13817894 45.50863879),alta
MILANO,MASATE,MI136.0004,EX COMOTTI,"VIA MILANO, 1",aree industriali dismesse,9.46117333,45.56630885,POINT (9.46117333 45.56630885),alta
MILANO,SAN DONATO MILANESE,MI192.0028,Via OLONA,VIA OLONA,smaltimenti non autorizzati - abbandono rifiuti,9.2671443,45.4086084,POINT (9.2671443 45.4086084),alta
VARESE,GORNATE OLONA,VA080.0005,Area di Via Asiago,"VIA ASIAGO, 8",aree industriali dismesse,8.87281483,45.74000338,POINT (8.87281483 45.74000338),alta
MILANO,PIOLTELLO,MI175.0011,AREA VIA C. FERRARI,"VIA CARDINALE ANDREA FERRARI, 1",n.d.,9.32352429,45.4884236,POINT (9.32352429 45.4884236),alta
MILANO,MILANO,MI146.0600,VOULAZ SRL,"VIA STEFANARDO DA VIMERCATE, 5/7",impianti di stoccaggio o adduzione carburanti,9.22474606,45.50613186,POINT (9.22474606 45.50613186),alta
VARESE,LAVENO - MOMBELLO,VA087.0003,CELLINA CASE SRL,VIA DIAZ-MARTIRI DELLA LIBERTA',aree industriali dismesse,8.62247552,45.90649066,POINT (8.62247552 45.90649066),alta
LECCO,ROGENO,LC072.0001,ex Ditta ISER S.r.l.,N.D.,n.d.,9.26989945,45.78787113,POINT (9.26989945 45.78787113),bassa
MILANO,MILANO,MI146.0818,AREA ARTIGIANALE DISMESSA,"VIA LEONARDO BRUNI, 23",aree industriali dismesse,9.17482489,45.50085631,POINT (9.17482489 45.50085631),alta
BERGAMO,VILLA D ALME,BG239.0002,"Telecom Italia, serbatoio",N.D.,serbatoi carburante per riscaldamento,9.62271289,45.75189618,POINT (9.62271289 45.75189618),bassa
MILANO,MILANO,MI146.4038,CONDOMINIO,"VIA ANTEGNATI, 7-15",aree industriali dismesse,9.19678088,45.42668343,POINT (9.19678088 45.42668343),alta
VARESE,BUSTO ARSIZIO,VA026.0028,AREA VIA FOSCOLO,"VIA UGO FOSCOLO, 16",aree industriali dismesse,8.85316434,45.60715089,POINT (8.85316434 45.60715089),alta
MILANO,CUSANO MILANINO,MI098.0004,AREA DISMESSA EX IMOVA,"VIA GIUSEPPE ZUCCHI, 13/A",aree industriali dismesse,9.17520127,45.55009852,POINT (9.17520127 45.55009852),alta
SONDRIO,LIVIGNO,SO037.0008,CONDOMINIO TEOLA SVERSAMENTO GASOLIO DA RISCALDAMENTO,"VIA TEOLA, 562562",rilasci accidentali o dolosi di sostanze,10.14200492,46.53420379,POINT (10.14200492 46.53420379),alta
MILANO,MILANO,MI146.2689,AREA DI VIA TIRSO,"VIA TIRSO, 9",aree industriali dismesse,9.1986871,45.43878164,POINT (9.1986871 45.43878164),alta
CREMONA,ROBECCO D OGLIO,CR085.0005,"Località Belvedere Oglio, Autodemolizioni Gamma, Spelta Marco & C SAS",,n.d.,10.0622479,45.2602994,POINT (10.0622479 45.2602994),bassa
MILANO,MILANO,MI146.3441,AREA VIA BORMIO/ VIA IDRO,VIA BORMIO/IDRO S.N.C.,altri siti non meglio specificati,9.2611557,45.51632871,POINT (9.2611557 45.51632871),alta
MONZA E DELLA BRIANZA,CESANO MADERNO,MI075.0022,AREA DISMESSA,"VIA TOSCANA, 6",aree industriali dismesse,9.13338851,45.61879769,POINT (9.13338851 45.61879769),alta
BERGAMO,OLTRE IL COLLE,BG146.0001,POSA COLLETTORI FOGNARI,VIA GRIMOLDO/ZUCCO,altri siti non meglio specificati,9.76711174,45.89202893,POINT (9.76711174 45.89202893),alta
MILANO,MILANO,MI146.2553,EX CARLO ERBA - LOTTO NORD - ZONA TEATRO MUSEO E SETTORE COMMERCIALE,"VIA CARLO IMBONATI, 24",aree industriali dismesse,9.18294127,45.50065849,POINT (9.18294127 45.50065849),alta
BERGAMO,VILLA D ALME,BG239.0005,PALO ENEL,VIA CASINO BASSO,rilasci accidentali o dolosi di sostanze,9.60780832,45.76326965,POINT (9.60780832 45.76326965),alta
MILANO,CASSANO D ADDA,MI059.0012,Ex P.V. API n. 41882,"VIA QUINTINO DI VONA, 98",impianti di stoccaggio o adduzione carburanti,9.51149184,45.51813171,POINT (9.51149184 45.51813171),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0037,AREA EX TECNOCOLOR INDUSTRIE VERNICI E SMALTI S.R.L.,"VIA GUGLIELMO MARCONI, 10/12",aree industriali dismesse,9.05379656,45.42215802,POINT (9.05379656 45.42215802),alta
MILANO,MILANO,MI146.0283,EX PONTEGGI DALMINE,"VIA FRANCESCO GONIN, 25",aree industriali dismesse,9.12540296,45.44306358,POINT (9.12540296 45.44306358),alta
MONZA E DELLA BRIANZA,VILLASANTA,MI239.0016,EX FABBRICA TRONCONI,"VIA GIUSEPPE GARIBALDI, 73-75",aree industriali dismesse,9.30839737,45.60433023,POINT (9.30839737 45.60433023),alta
LECCO,CALOLZIOCORTE,LC013.0010,IMPRESA AIROLDI PAOLO,VIA FRATELLI CALVI,n.d.,9.4322007,45.8008812,POINT (9.4322007 45.8008812),alta
MILANO,MILANO,MI146.2533,Area di Via Comune Antico,"VIA COMUNE ANTICO, 31/4",aree industriali dismesse,9.20846036,45.50527339,POINT (9.20846036 45.50527339),alta
MILANO,MILANO,MI146.0257,"PV 2180, AGIP PETROLI SPA","VIA MARCO ULPIO TRAIANO, 33O35",impianti di stoccaggio o adduzione carburanti,9.14901719,45.48874101,POINT (9.14901719 45.48874101),alta
PAVIA,LANDRIANO,PV078.0001,Area ex centro logistico Cablog,VIA STANISLAO INTINI,aree industriali dismesse,9.25160786,45.30598871,POINT (9.25160786 45.30598871),alta
MILANO,MILANO,MI146.2908,INSEDIAMENTO AD USO INDUSTRIALE,"VIA GALILEO FERRARIS, 37E9",aree industriali dismesse,9.17395567,45.48846622,POINT (9.17395567 45.48846622),alta
BERGAMO,SORISOLE,BG202.0004,AREA CABINA ELETTRICA,"VIA GUGLIELMO MARCONI, 1",aree industriali in attività,9.6379386,45.73228752,POINT (9.6379386 45.73228752),alta
MONZA E DELLA BRIANZA,BIASSONO,MI023.0004,Area Ex SASATEX,"VIA ADUA, 25",aree industriali dismesse,9.27251124,45.62527033,POINT (9.27251124 45.62527033),alta
BRESCIA,OME,BS123.0001,UNIVERSAL PRESS DI BIANCHETTI ALBERTO & C. SNC,"VIA PROVINCIALE, 21",aree industriali in attività,10.12055685,45.6200761,POINT (10.12055685 45.6200761),alta
MILANO,MILANO,MI146.2719,EX GRAFICHE MEK,"VIA GIACOMO WATT, 37",aree industriali dismesse,9.15033281,45.44346117,POINT (9.15033281 45.44346117),alta
MILANO,SENAGO,MI206.0015,AREA EX AUTOSTERZI,"VIA ALLA CHIESA, 11",n.d.,9.12110191,45.57058627,POINT (9.12110191 45.57058627),alta
LECCO,LECCO,LC042.0007,torrente caldone - ditta ballabio,LOCALITA' TORRENTE CALDONE-PASSO DEL LUPO,rilasci accidentali o dolosi di sostanze,9.40017898,45.86005036,POINT (9.40017898 45.86005036),alta
MILANO,MILANO,MI146.1491,"Area compresa tra via Quarenghi, Vergiate, Castellanza",VIE QUARENGHI-VERGIATE-CASTELLANZA,altri siti non meglio specificati,9.11238484,45.49815822,POINT (9.11238484 45.49815822),alta
BERGAMO,ALBINO,BG004.0013,FASSI SRL,VIA PARTIGIANI,altri siti non meglio specificati,9.80480487,45.76083898,POINT (9.80480487 45.76083898),alta
MILANO,MILANO,MI146.3951,EX IMPIANTO RI.ECO. SRL,"VIA GIORGIO STEPHENSON, 100",operazioni di recupero rifiuti,9.11481546,45.51255032,POINT (9.11481546 45.51255032),alta
