PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,NOTE,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MANTOVA,PEGOGNAGA,MN039.0002,PV CARBURANTI,"STRADA PROVINCIALE OVEST, 45",,impianti di stoccaggio o adduzione carburanti,10.80275824,44.98646212,POINT (10.80275824 44.98646212),alta
VARESE,MALNATE,VA096.0005,"AREA EX SIOME, ex RONCORONI",VIA I MAGGIO,,aree industriali dismesse,8.88137347,45.80137519,POINT (8.88137347 45.80137519),alta
MILANO,MILANO,MI146.4201,AREA VIA MASSIMIANO,"VIA MASSIMIANO IMPERATORE, 23",,aree industriali dismesse,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
MILANO,POGLIANO MILANESE,MI176.0005,Ditta Marbo Italia S.p.a.,"VIA TORQUATO TASSO, 25/27",,aree industriali in attività,9.00652121,45.54136856,POINT (9.00652121 45.54136856),alta
MONZA E DELLA BRIANZA,LIMBIATE,MI121.0004,CAVA MANARA,VIA SALERNO,,attività minerarie o estrattive,9.13508816,45.60649775,POINT (9.13508816 45.60649775),alta
MILANO,CUGGIONO,MI096.0003,SVERSAMENTO OLEODOTTO,LOCALITA' CASTELLETTO DI CUGGIONO,,rilasci accidentali o dolosi di sostanze,8.79551005,45.48819503,POINT (8.79551005 45.48819503),bassa
MILANO,MILANO,MI146.4262,AREA ORTI 25 S.R.L.,"VIA LEONE TOLSTOI, 87",,aree industriali dismesse,9.14734005,45.45730025,POINT (9.14734005 45.45730025),alta
MILANO,ROZZANO,MI189.0030,AREA TRIFARMA SPA,"VIA PAVESE, 2",,aree industriali in attività,9.14442873,45.382374,POINT (9.14442873 45.382374),alta
MILANO,MILANO,MI146.4124,MIPHRAM PARCO SERBATOI,"VIA BERNARDO QUARANTA, 12",,aree industriali in attività,9.20422479,45.43640339,POINT (9.20422479 45.43640339),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0047,Philips - Sede Operativa,"VIA GAETANO CASATI, 23",,aree industriali dismesse,9.26654367,45.5708419,POINT (9.26654367 45.5708419),alta
MONZA E DELLA BRIANZA,VILLASANTA,MI239.0002,DELCHI CARRIER spa,"VIA RAFFAELLO SANZIO, 9",,aree industriali in attività,9.31810534,45.60104787,POINT (9.31810534 45.60104787),alta
MILANO,MILANO,MI146.4328,AREA VIA COMELICO,"VIA COMELICO, 39",,aree industriali dismesse,9.21502359,45.45405159,POINT (9.21502359 45.45405159),alta
MILANO,RHO,MI182.0001,Ex Cava Bossi,VIALE ALCIDE DE GASPERI,,smaltimenti non autorizzati - abbandono rifiuti,9.05988246,45.52945469,POINT (9.05988246 45.52945469),alta
MILANO,SOLARO,MI213.0012,PV SHELL SOLARO,"VIA ROMA, 286",,impianti di stoccaggio o adduzione carburanti,9.10848659,45.62071995,POINT (9.10848659 45.62071995),alta
VARESE,CASTELLANZA,VA042.0012,Impianto di lavaggio Ditta Landini,"VIALE DON GIOVANNI MINZONI, 52",(*),impianti di stoccaggio o adduzione carburanti,8.89315176,45.60391644,POINT (8.89315176 45.60391644),alta
VARESE,SARONNO,VA119.0005,"Area industriale dismessa ""ex Manifattura Ceramica Pozzi"" - soc. I.R.I.D. Srl","VIA INGEGNERE PIETRO BALASSO, 11",,aree industriali dismesse,9.02573191,45.61888062,POINT (9.02573191 45.61888062),alta
VARESE,GERENZANO,VA075.0004,AREA DISCARICHE DI GERENZANO (AMSA),VIALE RISORGIMENTO,,discariche autorizzate,8.99766152,45.64493336,POINT (8.99766152 45.64493336),alta
MANTOVA,GONZAGA,MN027.0002,CLAIPA SPA IMPIANTO DISTRIBUZIONE CARBURANTI,"STRADA DELLE LEGHE CONTADINE, 4",,altri siti non meglio specificati,10.86785892,44.94176623,POINT (10.86785892 44.94176623),alta
MILANO,LEGNANO,MI118.0066,PENSOTTI FASE 2,VIE SAN BERNARDO-SABOTINO,,,8.91219124,45.58859005,POINT (8.91219124 45.58859005),alta
MONZA E DELLA BRIANZA,BRIOSCO,MI033.0004,EX NFA,"VIA GUGLIELMO MARCONI, 9",(*),aree industriali dismesse,9.2551341,45.72074276,POINT (9.2551341 45.72074276),alta
MILANO,MILANO,MI146.3737,Area Via Porretta,VIA PORRETTA,(*),,9.14862318,45.50854141,POINT (9.14862318 45.50854141),alta
MILANO,MELZO,MI142.0024,Area Ex Rebuscini,VIA GAVAZZI-TRIVULZI-TORRIANI-,(*),aree industriali dismesse,9.42196213,45.50317871,POINT (9.42196213 45.50317871),alta
MILANO,MILANO,MI146.3559,AREA PARCO DELLA VETTABBIA,VIA SAN DIONIGI-SANT'ARIALDO,,altri siti non meglio specificati,9.21733055,45.43695337,POINT (9.21733055 45.43695337),alta
MILANO,MILANO,MI146.0053,"MAX MAYER-DUCO, PPG Industries Italia Srl","VIA COMASINA, 121",,aree industriali in attività,9.16187292,45.53177797,POINT (9.16187292 45.53177797),alta
PAVIA,PAVIA,PV110.0009,BORGO SNIA SRL - TRADITAL SPA,VIALE MONTEGRAPPA (QUARTIERE SAN PIETRO IN VERZOLO),,aree industriali dismesse,9.18126967,45.18095902,POINT (9.18126967 45.18095902),alta
COMO,CARUGO,CO048.0006,AREA EX TAMBURINI,VIA ENRICO TAZZOLI,,aree industriali dismesse,9.1937608,45.71152148,POINT (9.1937608 45.71152148),alta
BERGAMO,CAMERATA CORNELLO,BG048.0001,SEMEA S.N.C.,LOCALITA' VALLE SECCA-POLO ESTRATTIVO AP3M,,discariche autorizzate,9.64098979,45.91517091,POINT (9.64098979 45.91517091),bassa
BERGAMO,CANONICA D ADDA,BG049.0001,SCHLUMBERGER ITALIANA SPA-EX DOWELL,"VIA DEL LAVORO, 1",(*),aree industriali in attività,9.53405943,45.56461478,POINT (9.53405943 45.56461478),alta
BRESCIA,PISOGNE,BS143.0005,DISCARICA PIZZO - DEPOSITO DI RIFIUTI ABBANDONATI,LOCALITA' PITTINGHELLO,,discariche abusive o incontrollate,10.10753507,45.81444058,POINT (10.10753507 45.81444058),alta
LODI,MARUDO,LO036.0001,Stabilimento Dobfar Holding,"VIA VIGNAZZE, 39",,aree industriali dismesse,9.37719877,45.25412898,POINT (9.37719877 45.25412898),alta
BERGAMO,COSTA DI SERINA,BG247.0001,area via S. Erasmo,VIA SANT' ERASMO,(*),smaltimenti non autorizzati - abbandono rifiuti,9.75905506,45.81770713,POINT (9.75905506 45.81770713),alta
SONDRIO,MAZZO DI VALTELLINA,SO040.0001,DISMISSIONE SERBATOI,"VIA PROVINCIALE, 14",,aree industriali in attività,10.25817028,46.26371884,POINT (10.25817028 46.26371884),alta
BRESCIA,VILLANUOVA SUL CLISI,BS201.0002,P.V. ESSO 1032,"VIALE BRESCIA, 17",,impianti di stoccaggio o adduzione carburanti,10.45082205,45.59967049,POINT (10.45082205 45.59967049),alta
MONZA E DELLA BRIANZA,ARCORE,MI008.0005,DEVERO - LOTTO B (EX FALCK),VIA BESTETTI,,aree industriali dismesse,9.32991085,45.6259233,POINT (9.32991085 45.6259233),alta
MANTOVA,ACQUANEGRA SUL CHIESE,MN001.0002,DISCARICA ABUSIVA EX FLUCOSIT,LOCALITA' VALLI DI MOSIO,(*),smaltimenti non autorizzati - abbandono rifiuti,10.44091357,45.16302282,POINT (10.44091357 45.16302282),alta
BERGAMO,SCANZOROSCIATE,BG194.0005,EX FULGET,"VIA GUGLIELMO MARCONI, 44",,aree industriali dismesse,9.72791616,45.70812377,POINT (9.72791616 45.70812377),alta
MILANO,MILANO,MI146.4298,AREA CAMM,"VIA GAUDENZIO FANTOLI, 32",,altri siti non meglio specificati,9.25837775,45.45428389,POINT (9.25837775 45.45428389),alta
COMO,FINO MORNASCO,CO102.0019,Piano Attuativo ATRC-PA3,"VIALE RISORGIMENTO, 34",,aree industriali dismesse,9.04493125,45.74749444,POINT (9.04493125 45.74749444),alta
MILANO,SEDRIANO,MI204.0013,CARTOTECNICA RISI,VIALE EUROPA,,aree industriali dismesse,8.97720443,45.48877743,POINT (8.97720443 45.48877743),alta
MANTOVA,CURTATONE,MN021.0004,MARCONI INDUSTRIAL SERVICES S.P.A. - FOSSETTO,"VIA LEOPOLDO PILLA, 8",,aree industriali in attività,10.71492137,45.1532185,POINT (10.71492137 45.1532185),alta
BERGAMO,BERGAMO,BG024.0124,A2A TERMOVALORIZZATORE - AREA IMPIANTO ACCUMULO CALORE,"VIA LUIGI GOLTARA, 23",,operazioni di recupero rifiuti,9.63930519,45.67002462,POINT (9.63930519 45.67002462),alta
MILANO,MILANO,MI146.0378,"PALAZZO AVEROLDI SRL EX INIZIATIVE INDUSTRIALI MILANO S.P.A., AREA MAGNAGHI AEROSPACE SPA","VIA STAMIRA D' ANCONA, 27",,aree industriali dismesse,9.2284433,45.50138944,POINT (9.2284433 45.50138944),alta
BRESCIA,PISOGNE,BS143.0018,AREA EX DEPOSITO PULMAN,VIA GIACOMO MANELLA,,aree industriali dismesse,10.1067702,45.80584174,POINT (10.1067702 45.80584174),alta
MILANO,CINISELLO BALSAMO,MI077.0031,Carrozzeria,"VIA ROBECCO, 69",,aree industriali in attività,9.22479659,45.55874005,POINT (9.22479659 45.55874005),alta
MILANO,TURBIGO,MI226.0029,METELLI,"VIA SANTA MARIA, 6",,aree industriali dismesse,8.72407451,45.52534202,POINT (8.72407451 45.52534202),alta
MILANO,MILANO,MI146.0911,"società TRIANTO, AREA EX ARCHIFAR","VIA ANTONIO TOLOMEO TRIVULZIO, 18",(*),aree industriali dismesse,9.14509527,45.46559992,POINT (9.14509527 45.46559992),alta
MILANO,MILANO,MI146.4326,AREA VIA BISTOLFI,"VIA LEONARDO BISTOLFI, 7",,altri siti non meglio specificati,9.24533454,45.47282241,POINT (9.24533454 45.47282241),alta
PAVIA,PARONA,PV109.0016,SVERSAMENTO IDROCARBURI DA EFFRAZIONE OLEODOTTO SARPOM DEL 25/04/2016,VIA CASE SPARSE PER ALBONESE,,rilasci accidentali o dolosi di sostanze,8.72467557,45.28580519,POINT (8.72467557 45.28580519),alta
MILANO,MILANO,MI146.4271,AREA VIA LEPONTINA,"VIA LEPONTINA, 7",,aree industriali dismesse,9.18343725,45.49344658,POINT (9.18343725 45.49344658),alta
VARESE,GAVIRATE,VA072.0001,AREA EX P.V. IP N. 6474 LOC. VOLTORRE,S.P.N.36 36,,impianti di stoccaggio o adduzione carburanti,8.72494165,45.84389392,POINT (8.72494165 45.84389392),bassa
COMO,COMO,CO075.0115,PIANO DI INDAGINE AMBIENTALE RIMOZIONE SERBATOI INTERRATI EX P.V. TOTAL ERG,"VIA GIOVANNI BATTISTA SCALABRINI, 82",,impianti di stoccaggio o adduzione carburanti,9.07301526,45.77749949,POINT (9.07301526 45.77749949),alta
MILANO,MELEGNANO,MI140.0028,TAMINI TRASFORMATORI S.R.L.,"VIA EMILIA, 37",,aree industriali in attività,9.32330642,45.36382863,POINT (9.32330642 45.36382863),alta
MILANO,SEGRATE,MI205.0011,AREA LUCCHINI ARTONI SRL,"VIA GIAMBATTISTA TIEPOLO, 16",(*),aree industriali in attività,9.3006159,45.48639455,POINT (9.3006159 45.48639455),alta
COMO,VERCANA,CO239.0001,Terreno agricolo proprietà privata,LOCALITA' CAVAGNANA,,rilasci accidentali o dolosi di sostanze,9.3396761,46.1716303,POINT (9.3396761 46.1716303),bassa
MILANO,GARBAGNATE MILANESE,MI105.0001,EX MASIDEF SPA,"VIALE CARLO FORLANINI, 92",(*),aree industriali in attività,9.08950204,45.58114869,POINT (9.08950204 45.58114869),alta
MILANO,TURBIGO,MI226.0015,CAVA ARBUSTA,"VIA XXV APRILE 1945, 10",,attività minerarie o estrattive,8.74124725,45.53092239,POINT (8.74124725 45.53092239),alta
BERGAMO,BERGAMO,BG024.0141,DISMISSIONE SERBATOIO,VIA GASPARINO DA BARZIZZA,,serbatoi carburante per riscaldamento,9.69026221,45.70838807,POINT (9.69026221 45.70838807),alta
BERGAMO,COLZATE,BG080.0001,HUNI ITALIANA S.P.A.,"VIA GUGLIELMO MARCONI, 12",,aree industriali in attività,9.85696976,45.81653548,POINT (9.85696976 45.81653548),alta
PAVIA,TROMELLO,PV164.0008,SVERSAMENTO ENEL,LOCALITA' BALZE',,rilasci accidentali o dolosi di sostanze,8.85040359,45.20425168,POINT (8.85040359 45.20425168),bassa
MONZA E DELLA BRIANZA,MONZA,MI149.0004,F.LLI RE S.A.S.,"VIA TORQUATO TASSO, 11",,aree industriali dismesse,9.28868077,45.58197144,POINT (9.28868077 45.58197144),alta
MANTOVA,BORGO MANTOVANO,MN067.0004,FOSSO GALENE IN FREGIO ALLA DITTA LA VETRI,FOSSO GALENE,,altri siti non meglio specificati,,,,nd
MILANO,VIMODRONE,MI242.0010,Cà Azzurra,"VIA ACHILLE GRANDI, 32",(*),,9.29588674,45.51163547,POINT (9.29588674 45.51163547),alta
VARESE,CARNAGO,VA033.0002,EX RESINE SINTETICHE ADAMOLI -EX ADAM,"VIA MONTE GRAPPA, 58",,aree industriali dismesse,8.83350941,45.72838286,POINT (8.83350941 45.72838286),alta
PAVIA,PAVIA,PV110.0060,EX SIAD SOCIETÀ ITALIANA ACETILENE E DERIVATI S.P.A.,"VIALE GIUSEPPE MARIA GIULIETTI, 425",,aree industriali dismesse,9.14616386,45.17446786,POINT (9.14616386 45.17446786),alta
MILANO,MILANO,MI146.4316,"A2A SERVIZI, CENTRALE FAMAGOSTA","VIA ROSA BIANCA, 2",,aree industriali in attività,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
MILANO,SESTO SAN GIOVANNI,MI209.0112,Area ECIS,VIA MILANO,(*),,9.24288953,45.52646734,POINT (9.24288953 45.52646734),alta
MILANO,MILANO,MI146.4318,AREA UNIVERSITARIA,"VIA EDOARDO BASSINI, 16",,altri siti non meglio specificati,9.23366105,45.48004264,POINT (9.23366105 45.48004264),alta
MANTOVA,CASTIGLIONE DELLE STIVIERE,MN017.0001,HUNTSMAN (EX ALBRIGHT & WILSON),"VIA CONTE CAMILLO BENSO DI CAVOUR, 50",,aree industriali in attività,10.47993537,45.39003444,POINT (10.47993537 45.39003444),alta
BERGAMO,PONTE NOSSA,BG168.0002,"Enirisorse ex Ditta Nuova Samin, Ponte Nossa S.p.A.",LOCALITA' PONTE RISO,(*),discariche abusive o incontrollate,9.8858494,45.861607,POINT (9.8858494 45.861607),bassa
BRESCIA,GARDONE VALTROMPIA,BS075.0001,TRW ITALIA S.P.A.,"VIA VALTROMPIA, 125",,aree industriali in attività,10.19970461,45.69954963,POINT (10.19970461 45.69954963),alta
MANTOVA,ASOLA,MN002.0004,ex Ditta Ghisleri e Domaschio,VIA LUIGI PIRANDELLO,,altri siti non meglio specificati,10.40440097,45.22383417,POINT (10.40440097 45.22383417),alta
CREMONA,CREMONA,CR036.0072,KEROPETROL SpA,"VIA BOSCHETTO, 12",,impianti di stoccaggio o adduzione carburanti,10.02297989,45.15137397,POINT (10.02297989 45.15137397),alta
MILANO,MILANO,MI146.4220,AREA DI VIA SERLIO 7,"STRADA PRIVATA SEBASTIANO SERLIO, 7",,aree industriali dismesse,9.22167146,45.44209309,POINT (9.22167146 45.44209309),alta
LODI,LODI,LO031.0048,AREA EX CONSORZIO AGRARIO,"VIA GIOVANNI GANDINI, 3",,aree industriali dismesse,9.49447555,45.31106214,POINT (9.49447555 45.31106214),alta
BERGAMO,BOLTIERE,BG029.0002,ex Cava Francesca,LOCALITA' FOPPA DEL FIRMI',(*),discariche abusive o incontrollate,9.58308778,45.60357131,POINT (9.58308778 45.60357131),alta
MILANO,LEGNANO,MI118.0087,Sito di via Genova,"VIA GENOVA, 34/36",(*),,8.90382943,45.59380315,POINT (8.90382943 45.59380315),alta
MILANO,PERO,MI170.0002,CARBOTERMO SPA,"VIA FILIPPO TURATI, 25",,impianti di stoccaggio o adduzione carburanti,9.09279288,45.51124489,POINT (9.09279288 45.51124489),alta
BERGAMO,TRESCORE BALNEARIO,BG218.0003,AREA VALFERRO SNC,"VIA ANTONIO GRAMSCI, 35",,aree industriali in attività,9.83843837,45.68516963,POINT (9.83843837 45.68516963),alta
MILANO,CORNAREDO,MI087.0027,EFFRAZIONE OLEODOTTO ENI,S.P.214,,rilasci accidentali o dolosi di sostanze,9.02468384,45.48787748,POINT (9.02468384 45.48787748),bassa
BERGAMO,BERGAMO,BG024.0067,"ROTAFRIGO, CONTAMINAZIONE FALDA",LOCALITA' LONGUELO-,,aree industriali in attività,9.63565722,45.69600347,POINT (9.63565722 45.69600347),alta
MILANO,MILANO,MI146.0388,CROMATURA ANGELINI EX AREA INDUSTRIALE,"VIA MECENATE, 76",,aree industriali dismesse,9.2463881,45.45185935,POINT (9.2463881 45.45185935),alta
VARESE,SOMMA LOMBARDO,VA123.0023,AREA A SW DISCARICA DI VERGIATE,STRADA PROVINCIALE 47,,discariche autorizzate,8.69927384,45.70427594,POINT (8.69927384 45.70427594),alta
MILANO,COLOGNO MONZESE,MI081.0120,AREA VIA POLONIA,VIA POLONIA,,aree industriali dismesse,9.27055124,45.544389,POINT (9.27055124 45.544389),alta
BERGAMO,MAPELLO,BG132.0004,Ex deposito petrolifero SADOM,"VIA DEGLI ALPINI, 1",,aree industriali dismesse,9.56126221,45.71320633,POINT (9.56126221 45.71320633),alta
MILANO,MILANO,MI146.4296,AREA DISMESSA VIA CRESPI,"VIA DANIELE CRESPI, 16",,aree industriali dismesse,9.17310089,45.45655892,POINT (9.17310089 45.45655892),alta
MANTOVA,POGGIO RUSCO,MN042.0006,SVERSAMENTO ACCIDENTALE CARBURANTE C/O BANCHINA STRADALE,"VIA ABETONE BRENNERO, 20-22B/C",,rilasci accidentali o dolosi di sostanze,11.12071665,44.98222593,POINT (11.12071665 44.98222593),alta
MILANO,MILANO,MI146.2408,NUOVO DEPOSITO AUTOBUS ATM,VIA IMPASTATO (GIA' VIA MARIGNANO),(*),,9.25611823,45.42800639,POINT (9.25611823 45.42800639),alta
MONZA E DELLA BRIANZA,SEVESO,MB040.0003,PEDEMONTANA TRATTA B2 - AREE INFLUENZATE DA INCIDENTE ICMESA,,,altri siti non meglio specificati,9.1424819,45.6464554,POINT (9.1424819 45.6464554),bassa
BRESCIA,PADERNO FRANCIACORTA,BS130.0002,EX CAVA VIANELLI,VIA A.DE GASPERI-LOC.SANTELLA 35,,discariche abusive o incontrollate,10.07580982,45.58633296,POINT (10.07580982 45.58633296),alta
MILANO,SETTALA,MI210.0013,SETTALLA STOCAGGIO- CENTRALE STOCCAGGIO GAS,LOCALITA' CASCINA BAIALUPA,,aree industriali in attività,9.39729633,45.45396027,POINT (9.39729633 45.45396027),alta
MILANO,MILANO,MI146.3058,AREA VIA PECORI GIRALDI,"VIA GUGLIELMO PECORI GIRALDI, 5",,aree industriali dismesse,9.23246714,45.44093674,POINT (9.23246714 45.44093674),alta
BERGAMO,GANDINO,BG108.0002,TAMOIL - P.V. N.1035 - DISMISSIONE DEFINITIVA,"VIA CESARE BATTISTI, 24",,impianti di stoccaggio o adduzione carburanti,9.92882604,45.82379707,POINT (9.92882604 45.82379707),bassa
MILANO,MILANO,MI146.1130,Area di Largo Giambellino,"LARGO GIAMBELLINO, 129",,altri siti non meglio specificati,9.13428345,45.44717293,POINT (9.13428345 45.44717293),alta
MILANO,BARANZATE,MI250.0035,"COSTRUZIONI AGRICOLE E INDUSTRIALI Srl, ex WEISS","VIA CRISTINA BELGIOIOSO, 13/15",,aree industriali in attività,9.10422873,45.52275969,POINT (9.10422873 45.52275969),alta
LECCO,OLGIATE MOLGORA,LC058.0004,SVERSAMENTO GASOLIO DA CISTERNA INTERRATA,"VIA MONDONICO, 13",(*),rilasci accidentali o dolosi di sostanze,9.39866288,45.73753021,POINT (9.39866288 45.73753021),alta
VARESE,MALNATE,VA096.0001,AREA EX SIOME - FOLLA DI MALNATE,VIA GORIZIA,,aree industriali dismesse,8.87069192,45.80094961,POINT (8.87069192 45.80094961),alta
PAVIA,BRONI,PV024.0001,P.V. TAMOIL 4207,PIAZZA VITTORIO VENETO,,impianti di stoccaggio o adduzione carburanti,9.26030917,45.0627426,POINT (9.26030917 45.0627426),alta
COMO,GERA LARIO,CO107.0004,Area proprietà privata,S.P.340DIR,,discariche abusive o incontrollate,9.3867708,46.15342681,POINT (9.3867708 46.15342681),bassa
MILANO,SESTO SAN GIOVANNI,MI209.0082,IMMOBILIARE VIALE ITALIA SRL Area BC41,"VIALE ITALIA, 936",,aree industriali dismesse,9.2582497,45.55047585,POINT (9.2582497 45.55047585),alta
VARESE,VENEGONO SUPERIORE,VA137.0005,POZZO AREA DITTA ALENIA AERMACCHI SPA,VIA FORESIO 1,,aree industriali in attività,8.90143345,45.75472205,POINT (8.90143345 45.75472205),bassa
MILANO,BUCCINASCO,MI036.0004,GALVANICA GENTILE S.r.l.,"VIA PIEMONTE, 38",,aree industriali in attività,9.12136317,45.41610335,POINT (9.12136317 45.41610335),alta
MILANO,MILANO,MI146.4192,BORLETTI EX,VIA CECCHI 18,,aree industriali dismesse,9.15211869,45.46057836,POINT (9.15211869 45.46057836),alta
BERGAMO,VERDELLINO,BG232.0007,IMM.RE LA RODIOLA - AREA EURODOLCIARIA S.R.L.,"VIALE BERLINO, 1",,aree industriali in attività,9.60662436,45.59533168,POINT (9.60662436 45.59533168),alta
BRESCIA,VILLA CARCINA,BS199.0004,EFFEBIESSE S.p.A. - CONTAMINAZIONE FALDA DA CROMO ESAVALENTE,"VIA VENETO, 142",,aree industriali in attività,10.19519074,45.62902399,POINT (10.19519074 45.62902399),alta
MILANO,RHO,MI182.0019,ROTTURA OLEODOTTO LUCERNATE,FRAZIONE LUCERNATE,(*),rilasci accidentali o dolosi di sostanze,9.05141614,45.53067483,POINT (9.05141614 45.53067483),bassa
MONZA E DELLA BRIANZA,LESMO,MI120.0002,PV SHELL 49.022,"VIA XXV APRILE, 18",,impianti di stoccaggio o adduzione carburanti,9.30869667,45.65234672,POINT (9.30869667 45.65234672),alta
MILANO,MILANO,MI146.1031,P.V. ESSO 0428,"VIALE LIGURIA, 52",(*),impianti di stoccaggio o adduzione carburanti,9.17579459,45.4435668,POINT (9.17579459 45.4435668),alta
COMO,MOZZATE,CO159.0005,ECONORD- DISCARICA GORLA-MOZZATE -CAVA SATIMA,SP 37 LOCALITA' EX CAVA SATIMA,,discariche autorizzate,8.94927475,45.6714305,POINT (8.94927475 45.6714305),bassa
VARESE,GALLARATE,VA070.0007,TI.FI.TEX. S.R.L.,"VIA ADIGE, 12",,aree industriali in attività,8.81469716,45.64536014,POINT (8.81469716 45.64536014),alta
MILANO,LAINATE,MI116.0008,"P.V. AGIP 51905, A8 ""Villoresi Ovest""",AUTOSTRADA A8,,impianti di stoccaggio o adduzione carburanti,9.02565695,45.56596031,POINT (9.02565695 45.56596031),bassa
COMO,COMO,CO075.0055,TICOSA - EX AREA INDUSTRIALE,VIA GRANDI/ROOSVELT,,aree industriali dismesse,9.0858007,45.79971599,POINT (9.0858007 45.79971599),alta
PAVIA,PINAROLO PO,PV115.0001,EX CHIMICA PONTE ALTO,LOCALITA' CA' DE' GIORGI,,aree industriali dismesse,9.18766751,45.09532087,POINT (9.18766751 45.09532087),alta
BRESCIA,DESENZANO DEL GARDA,BS067.0002,FEDERAL MOGUL,"VIALE GUGLIELMO MARCONI, 131",,aree industriali dismesse,10.52745502,45.46708352,POINT (10.52745502 45.46708352),alta
MILANO,SAN GIULIANO MILANESE,MI195.0001,"Sito Air Product, proprietà Ashaland Italia spa","VIA UMBRIA, 4",,aree industriali in attività,9.24960127,45.39854631,POINT (9.24960127 45.39854631),alta
LECCO,CALOLZIOCORTE,LC013.0023,ZINCOFUOCO,"VIA LAGO VECCHIO, 22",,aree industriali dismesse,9.43882057,45.77926313,POINT (9.43882057 45.77926313),alta
LODI,VALERA FRATTA,LO059.0001,EX DISCARICA VALERA FRATTA,,,discariche autorizzate,9.3347303,45.25794108,POINT (9.3347303 45.25794108),bassa
MONZA E DELLA BRIANZA,RONCELLO,MB055.0001,L'ISOLANTE K-FLEX S.P.A.,"VIA LEONARDO DA VINCI, 36",,aree industriali in attività,9.46702191,45.60129224,POINT (9.46702191 45.60129224),alta
MILANO,MEDIGLIA,MI139.0002,AREA S.P. 39 - MEDIGLIA SERVIZI ECOLOGICI (BIOTECH),S.S.PAULLESE (LOC.CERCA-MEDIGLIA),,operazioni di recupero rifiuti,9.34159255,45.41167773,POINT (9.34159255 45.41167773),bassa
BERGAMO,URGNANO,BG222.0006,PIANO ATTUATIVO RESIDENZIALE ATRE2,VIA DON FADINI,,altri siti non meglio specificati,9.72069627,45.61891583,POINT (9.72069627 45.61891583),alta
MILANO,VANZAGO,MI229.0003,EX CAVA VALDARENNE,CASCINA VALDARENNE,,discariche abusive o incontrollate,8.98541555,45.51930662,POINT (8.98541555 45.51930662),bassa
MILANO,CINISELLO BALSAMO,MI077.0045,"SCUOLA MATERNA ""IL GIRASOLE"", serbatoio interrato","VIALE ABRUZZI, 21",(*),altri siti non meglio specificati,9.23193045,45.54874257,POINT (9.23193045 45.54874257),alta
LECCO,LECCO,LC042.0046,P.V. FREMAR,VIA VALSUGANA ANGOLO CORSO ALBERTO,,impianti di stoccaggio o adduzione carburanti,9.41074455,45.83989179,POINT (9.41074455 45.83989179),alta
MILANO,CANEGRATE,MI046.0008,"ITS, FIOR-GIEFFE",VIA RAVENNA,(*),aree industriali dismesse,8.91032283,45.56303938,POINT (8.91032283 45.56303938),alta
MILANO,MILANO,MI146.0529,PUNTO VENDITA AGIP 54367,"VIA GALLARATE, 391",,impianti di stoccaggio o adduzione carburanti,9.10891537,45.50409169,POINT (9.10891537 45.50409169),alta
BERGAMO,TREVIGLIO,BG219.0024,AREE ESTERNE BASLINI - AREA E PROPRIETÀ TONINI,VIA DI MEZZO,(*),altri siti non meglio specificati,9.58520442,45.51833767,POINT (9.58520442 45.51833767),alta
MILANO,MILANO,MI146.4285,Area proprietà privata,"VIA RAIMONDO MONTECUCCOLI, 15",,altri siti non meglio specificati,9.13185509,45.45874562,POINT (9.13185509 45.45874562),alta
BERGAMO,BAGNATICA,BG018.0004,FRATELLI NICOLI - DISMISSIONE SERBATOIO,VIA SAN PIETRO,,serbatoi carburante per riscaldamento,9.78537876,45.66048234,POINT (9.78537876 45.66048234),alta
LODI,CASTELGERUNDO,LO016.0002,"OLEODOTTO ENI 26 "" BERTONICO-CREMONA IN COMUNE DI CAVACURTA",FG.2 MAPPALE 4,,rilasci accidentali o dolosi di sostanze,,,,nd
MILANO,VANZAGO,MI229.0007,EFFRAZIONE OLEODOTTO ENI RHO-MALPENSA VANZAGO,CASCINA,,rilasci accidentali o dolosi di sostanze,8.98541555,45.51930662,POINT (8.98541555 45.51930662),bassa
MANTOVA,SUZZARA,MN065.0007,DISMISSIONE IMPIANTO PV TAMOIL N.8042,"VIA FRATELLI MONTECCHI, 4/A",,impianti di stoccaggio o adduzione carburanti,10.74385475,44.9901313,POINT (10.74385475 44.9901313),alta
MILANO,MILANO,MI146.3381,AREA VIA E.T. MONETA,VIA MONETA,,aree industriali dismesse,9.18501726,45.46387446,POINT (9.18501726 45.46387446),alta
VARESE,CARONNO PERTUSELLA,VA034.0031,DIPHARMA FRANCIS S.R.L.,"VIA ORIGGIO, 23",(*),aree industriali in attività,9.03447909,45.5958025,POINT (9.03447909 45.5958025),alta
BERGAMO,CISERANO,BG075.0003,EX CASTELCROM ORA MAIER CROMOPLASTICA,"VIA MARTIN LUTHER KING, 5",,aree industriali in attività,9.59265733,45.58436709,POINT (9.59265733 45.58436709),alta
MILANO,PESCHIERA BORROMEO,MI171.0009,Stabilimento SIRPI S.p.a.,"VIA ACHILLE GRANDI, 8",,aree industriali in attività,9.28732809,45.44169799,POINT (9.28732809 45.44169799),alta
